date	gdp	112mean	112first	112last	112median	112max	112min	113mean	113first	113last	113median	113max	113min	114mean	114first	114last	114median	114max	114min	115mean	115first	115last	115median	115max	115min	116mean	116first	116last	116median	116max	116min	118mean	118first	118last	118median	118max	118min	119mean	119first	119last	119median	119max	119min	122mean	122first	122last	122median	122max	122min	123mean	123first	123last	123median	123max	123min	124mean	124first	124last	124median	124max	124min	127mean	127first	127last	127median	127max	127min	128mean	128first	128last	128median	128max	128min	129mean	129first	129last	129median	129max	129min	130mean	130first	130last	130median	130max	130min	131mean	131first	131last	131median	131max	131min	132mean	132first	132last	132median	132max	132min	133mean	133first	133last	133median	133max	133min	134mean	134first	134last	134median	134max	134min	135mean	135first	135last	135median	135max	135min	136mean	136first	136last	136median	136max	136min	137mean	137first	137last	137median	137max	137min	138mean	138first	138last	138median	138max	138min	139mean	139first	139last	139median	139max	139min	140mean	140first	140last	140median	140max	140min	141mean	141first	141last	141median	141max	141min	142mean	142first	142last	142median	142max	142min	143mean	143first	143last	143median	143max	143min	144mean	144first	144last	144median	144max	144min	145mean	145first	145last	145median	145max	145min	146mean	146first	146last	146median	146max	146min	147mean	147first	147last	147median	147max	147min	148mean	148first	148last	148median	148max	148min	149mean	149first	149last	149median	149max	149min	150mean	150first	150last	150median	150max	150min	151mean	151first	151last	151median	151max	151min	152mean	152first	152last	152median	152max	152min	153mean	153first	153last	153median	153max	153min	154mean	154first	154last	154median	154max	154min	155mean	155first	155last	155median	155max	155min	156mean	156first	156last	156median	156max	156min	157mean	157first	157last	157median	157max	157min	158mean	158first	158last	158median	158max	158min	159mean	159first	159last	159median	159max	159min	160mean	160first	160last	160median	160max	160min	161mean	161first	161last	161median	161max	161min	162mean	162first	162last	162median	162max	162min	163mean	163first	163last	163median	163max	163min	164mean	164first	164last	164median	164max	164min	165mean	165first	165last	165median	165max	165min	166mean	166first	166last	166median	166max	166min	167mean	167first	167last	167median	167max	167min	168mean	168first	168last	168median	168max	168min	169mean	169first	169last	169median	169max	169min	170mean	170first	170last	170median	170max	170min	171mean	171first	171last	171median	171max	171min	172mean	172first	172last	172median	172max	172min	173mean	173first	173last	173median	173max	173min	174mean	174first	174last	174median	174max	174min	175mean	175first	175last	175median	175max	175min	176mean	176first	176last	176median	176max	176min	177mean	177first	177last	177median	177max	177min	178mean	178first	178last	178median	178max	178min	179mean	179first	179last	179median	179max	179min	180mean	180first	180last	180median	180max	180min	181mean	181first	181last	181median	181max	181min	183mean	183first	183last	183median	183max	183min	184mean	184first	184last	184median	184max	184min	185mean	185first	185last	185median	185max	185min	186mean	186first	186last	186median	186max	186min	187mean	187first	187last	187median	187max	187min	188mean	188first	188last	188median	188max	188min	189mean	189first	189last	189median	189max	189min	190mean	190first	190last	190median	190max	190min	191mean	191first	191last	191median	191max	191min	192mean	192first	192last	192median	192max	192min	196mean	196first	196last	196median	196max	196min	197mean	197first	197last	197median	197max	197min	198mean	198first	198last	198median	198max	198min	199mean	199first	199last	199median	199max	199min	200mean	200first	200last	200median	200max	200min	201mean	201first	201last	201median	201max	201min	202mean	202first	202last	202median	202max	202min	203mean	203first	203last	203median	203max	203min	205mean	205first	205last	205median	205max	205min	206mean	206first	206last	206median	206max	206min	207mean	207first	207last	207median	207max	207min	208mean	208first	208last	208median	208max	208min	209mean	209first	209last	209median	209max	209min	210mean	210first	210last	210median	210max	210min	211mean	211first	211last	211median	211max	211min	212mean	212first	212last	212median	212max	212min
2001-03-31	1.4	6.126025641	6.91	7.03	6.13	7.03	5.09	5.814615385	6.83	6.12	5.85	6.83	5.17	5.911025641	6.87	6.35	5.95	6.87	5.19	5.761923077	6.7	6.31	5.76	6.7	5	6.692307692	7.21	7.51	6.6	7.51	5.93	5.989358974	6.18	5.73	6.02	6.27	5.73	7.519230769	7.65	7.36	7.49	7.68	7.35	5.946410256	6.87	5.7	5.7	6.88	5.61	7.249615385	8.13	7.69	7.17	8.13	6.44	11.78512821	11.82	12.45	11.69	12.45	11.46	6.701168831	7.81	6.93	6.68	7.81	6.1	6.473205128	7.26	6.06	6.205	7.26	6.04	5.151794872	6.08	4.96	5.07	6.08	4.96	5.110128205	6.01	4.92	5.06	6.01	4.87	17.40046538	11.6605	17.8969	18.0453	23.5572	2.8466	575.2273077	504.62	523.22	582.13	627.45	504.62	571.9702564	382.13	12.01	403.905	4474.04	-1514.4	41400.27436	25289	41722.5	40163.2	71378.7	23101.4	754.2	525.8	684.3	765.6	876.5	525.8	43330.98462	18058.8	29282.8	42375.8	71887.5	18058.8	22184.98218	5509.13	11839.59	20827.165	40264.36	5509.13	631.115641	333.02	37.82	388.13	4715.73	-1597.18	21346.43641	14941.15	15045.17	19117.275	39801.49	11880.01	5.601282051	5.41	5.29	5.5	6.67	4.94	5.266102564	6.281	4.81	5.31	6.281	4.75	4.943987179	5.884	4.286	5.025	5.904	4.252	4.821628205	5.704	4.132	4.9225	5.704	4.132	4.579397436	5.104	4.18	4.636	5.104	4.145	4.765461538	4.979	4.557	4.802	5.013	4.446	4.763564103	4.849	4.705	4.7625	4.878	4.603	4.820102564	4.881	4.784	4.8465	4.985	4.539	5.343085	6.39875	4.87875	5.39375	6.39875	4.85625	5.186258205	6.20375	4.71	5.2325	6.20375	4.64125	4.741373718	4.85438	4.56063	4.75875	4.85438	4.54875	4.743961538	4.855	4.561	4.763	4.855	4.554	0.366233974	0.545	0.1275	0.390625	0.56375	0.1275	5.716819872	5.89906	5.52641	5.76875	5.90531	5.46969	1.380974359	1.625	1.275	1.42	1.63	1.057	5.040410256	5.114	4.917	5.058	5.305	4.756	5.444884615	5.458	5.444	5.455	5.687	5.26	5.16902	5.71667	4.75667	5.275	5.71667	4.64667	5.500837949	6.13625	4.9525	5.55563	6.13625	4.9425	5.444884615	5.458	5.444	5.455	5.687	5.26	1933.221026	1976.65	1692.58	1970.885	2038.18	1646.07	13234.08821	13785.69	12999.7	13279.38	14032.42	11819.7	6301.754744	6433.61	5829.95	6387.24	6795.14	5388.02	4481.645	4772.39	4185	4570.125	4787.45	3891.49	14852.92897	15095.53	12760.64	15287.16	16163.99	12583.36	2031.073859	2073.477	2112.775	2039.8635	2125.615	1907.26	10494.81654	10786.85	9878.78	10629.115	10983.63	9389.48	2356.415513	2470.52	1840.26	2416.515	2859.15	1820.57	0.923001282	0.9423	0.8767	0.9256	0.957	0.8767	0.923032051	0.9422	0.8782	0.9256	0.9578	0.8782	8.277378205	8.2774	8.2777	8.2773	8.2786	8.2763	8.277416667	8.2781	8.2776	8.2773	8.279	8.2752	0.923957692	0.9297	0.8814	0.9283	0.9566	0.8814	0.922757692	0.9422	0.8774	0.9255	0.9578	0.8774	1.458233333	1.4958	1.4161	1.45545	1.5038	1.4161	1.45834359	1.4931	1.416	1.4587	1.5036	1.416	1.528087179	1.4978	1.5756	1.52815	1.5756	1.4933	0.531205128	0.5591	0.4855	0.5303	0.5719	0.4855	1.291586667	1.3029	1.2607	1.2925	1.3153	1.2607	32.54067949	33.079	32.837	32.54	33.079	32.271	213.8878205	231.75	203.25	212.25	231.75	203.25	56.22	62.28	45.09	59.125	62.28	45.09	460.3012821	499.5	428.5	456.75	499.5	428.5	263.4916658	272.149994	257.700012	263	272.299988	255.800003	1381.338462	1409.4	1299.9	1361.7	1409.4	1299.9	223.2921795	227.83	210.26	224.045	231.88	210.26	6561.692308	7110	5855	6462.5	7415	5855	1019.851282	1025.5	977.5	1021.125	1050	977.5	272.1185897	279.5	255	270.5	289.75	255	1765.025641	1803	1660.25	1776.5	1835	1660.25	1578.508333	1568.75	1471.75	1573.875	1716	1471.25	263.7448718	272.5	257.95	263.4	272.55	255.85	118.1241026	114.95	124.95	116.875	124.95	113.93	1270.837179	1250	1322	1269	1322	1238	1276.280769	1268	1331	1274.6	1331	1241	1267.001282	1247	1322	1263.25	1322	1232.5	1272.2	1264.5	1327.5	1268.8	1327.5	1235.8	1076.599231	1101.52	1052.72	1075.48	1128.53	1049.36	118.2876923	114.41	126.18	117.325	126.18	113.63	118.2878205	114.35	126.33	117.275	126.33	113.57	1271.384615	1259.7	1328	1267.8	1328	1235.7	2430	2133.7	2991.9	2391.05	3606.4	1244.3	1272.851948	1277.5	1329	1269.5	1329	1235.9	28.76948718	26.8	26.3	28.635	32.19	25.96	23.58217949	20.07	22.66	23.58	26.59	20.07	28.72102564	26.8	26.29	28.63	32.19	25.96	26.27166667	23.87	24.74	26.19	29.91	23.87	25.74833333	22.54	23.63	25.58	30.51	22.54
2001-06-30	1.3	6.933506494	7.3	6.2	7.04	7.52	6.18	6.039220779	6.29	5.73	6.1	6.4	5.72	6.457922078	6.62	5.97	6.47	6.98	5.96	6.36961039	6.66	5.93	6.42	6.93	5.86	7.489090909	7.76	6.78	7.6	7.95	6.78	5.613636364	5.7	5.72	5.54	6.35	5.33	7.161298701	7.34	6.98	7.09	7.34	6.98	5.784285714	5.74	5.57	5.83	5.92	5.57	7.62038961	7.95	7.1	7.74	8.17	7.06	12.10337662	12.68	11.21	12.39	12.86	11.19	6.740519481	7.03	6.28	6.87	7.22	6.28	6.022597403	6.09	5.7	6.14	6.19	5.7	5.011948052	4.99	4.99	5.01	5.07	4.92	4.970519481	4.99	4.94	5	5.03	4.85	18.62552727	19.5604	15.9774	19.8112	21.0737	2.5544	578.3605195	515.2	595.13	588.71	632.05	491.21	236.0675325	-39.52	83.73	83.73	6715.49	-1773.64	41836.71948	23182	22517.2	39241.5	79430.3	22517.2	773.8311688	682.9	768.7	789.7	838.1	643.4	39030.16883	25797	29391.8	40882.1	52385	25417.5	19441.69662	13031.24	14004.05	19455.76	32958.18	9157.64	274.3814286	-33.6	138.36	195	7257.3	-1818.81	19050.83364	11053.39	13988.16	18515.96	35454.16	9176.68	4.316103896	5.3	3.95	4.14	5.3	3.68	4.08525974	4.78	3.72	3.96	4.8	3.58	3.728922078	4.255	3.656	3.697	4.255	3.41	3.748558442	4.132	3.648	3.711	4.184	3.387	4.181194805	4.213	4.242	4.212	4.439	3.897	4.806298701	4.604	4.95	4.81	5.051	4.475	4.988064935	4.719	5.103	5.013	5.199	4.711	5.072961039	4.794	5.289	5.1	5.289	4.75	4.181307143	4.84	3.83625	4.07	4.84625	3.7	4.130165844	4.6425	3.90875	4.05	4.74	3.68	4.589720779	4.5675	4.44	4.56063	4.81938	4.4075	4.59238961	4.571	4.441	4.563	4.82	4.41	0.080828052	0.13	0.0775	0.0775	0.13	0.06375	5.300390909	5.5	5.29391	5.2575	5.5	5.20609	1.285025974	1.354	1.192	1.277	1.497	1.129	5.265792208	4.977	5.412	5.263	5.515	4.89	5.701922078	5.488	5.759	5.702	5.911	5.464	4.497921948	4.75	4.5	4.48333	4.75	4.38167	4.857018831	4.9225	4.945	4.87625	4.9875	4.59844	5.700792208	5.488	5.671	5.692	5.911	5.464	1655.733117	1666.44	1670.5	1658.12	1718.34	1567.07	13488.6587	12937.86	12969.05	13385.72	14529.41	12574.26	6056.041299	5760.76	6058.38	6115.19	6278.9	5553.46	4355.757662	4190.8	4243.91	4401.57	4582.07	4039.16	13233.72649	12727.3	13042.53	13259.17	13877.95	12063.71	2173.727701	2125.084	2218.029	2178.466	2242.423	2090.719	10677.62623	9777.93	10502.4	10796.65	11337.92	9485.71	2081.778312	1782.97	2161.24	2110.49	2313.85	1638.8	0.873776623	0.8792	0.849	0.8768	0.9042	0.8424	0.873712987	0.8794	0.8502	0.8772	0.9044	0.8432	8.277114286	8.2776	8.2767	8.277	8.2785	8.2767	8.277158442	8.2776	8.2767	8.277	8.2785	8.2766	0.873038961	0.8781	0.8484	0.8771	0.9027	0.8446	0.873445455	0.8794	0.8498	0.8764	0.9038	0.843	1.422018182	1.4187	1.4153	1.4232	1.4467	1.3727	1.422177922	1.4179	1.4159	1.4233	1.4455	1.3721	1.540485714	1.5806	1.5143	1.5389	1.5806	1.5143	0.51432987	0.4789	0.5118	0.5164	0.5301	0.4789	1.260082208	1.2571	1.2457	1.2603	1.2744	1.2456	33.482	32.938	34.435	32.957	34.5	32.875	197.9772727	208.25	188.75	197.25	212.25	184.5	43.2774026	44.73	42.75	43.76	46.88	37.68	447.2045455	432.75	482.5	447.25	482.5	422	268.2402568	255.300003	270.600006	266.75	286	255.300003	1279.601299	1299.9	1237.8	1273.6	1299.9	1237.8	212.0936364	209.42	205.56	212.56	218.48	203.92	6715.831169	6030	6084	6635	7492	5855	934.6909091	967.5	875	939.25	987	875	262.1915584	259	246.75	262.75	277.5	242.75	1654.29026	1656.5	1550.5	1659.5	1734.25	1550.5	1504.611039	1461.5	1448.75	1499.75	1585	1442.5	268.5246753	255.55	270.85	267.05	287.55	255.55	122.5994805	126.4	124.23	122.7	126.4	119	1305.918182	1330	1306	1303	1353	1279	1309.988312	1349.5	1306	1305	1365.3	1283.5	1301.954545	1330	1297.1	1298.7	1344	1277	1306.068831	1348.8	1297.5	1301.8	1365.2	1282.7	1065.087532	1050.22	1043.31	1066.43	1089.7	1043.31	122.595974	126.7	124.72	122.67	126.7	119.19	122.5968831	126.8	124.65	122.65	126.8	119.22	1306.179221	1328	1300.7	1302.2	1351.5	1280.8	3053.101299	2582.9	3837.7	3057.8	4379.8	2024	1308.219481	1350	1301	1304	1366	1284.7	27.8887013	25.6	26.26	28.18	29.98	25.06	25.11909091	21.99	24.48	24.84	27.46	21.99	27.95792208	25.59	26.25	28.24	29.98	25.56	27.62662338	24.11	26.08	27.9	29.68	24.11	27.29597403	23	26.45	27.6	29.72	23
2001-09-30	1.4	5.607051282	6.27	4.92	5.425	6.42	4.92	5.087051282	5.74	4.27	5.04	5.77	4.27	5.284487179	5.98	4.43	5.24	6.02	4.43	5.266794872	5.96	4.45	5.15	6.05	4.45	6.437179487	6.84	6.03	6.3	6.93	5.9	5.136153846	5.72	4.82	5.14	5.72	4.8	6.473333333	6.97	5.91	6.405	6.97	5.91	4.968717949	5.56	4.41	4.845	5.56	4.41	6.611282051	7.14	5.95	6.545	7.21	5.95	10.75730769	11.25	10.14	10.71	11.34	10.14	5.565641026	6.29	4.81	5.495	6.29	4.81	5.13974359	5.69	4.67	4.995	5.69	4.67	4.569871795	4.99	4	4.54	4.99	4	4.533076923	4.98	3.9	4.52	4.98	3.89	19.3149359	19.5442	19.4447	20.0298	21.905	2.8645	542.900641	596.74	479.68	552.25	597.25	468.76	-66.34128205	508.71	11.87	-89.05	2363.74	-1811.95	43598.03462	20167.3	42673.6	41528.6	102294.2	19556.4	645.6961538	775.6	516.4	677.8	776.5	460.5	29920.14744	28929	35872.6	29323.4	44271.7	12609.6	11288.00756	12489.9	12682.45	11234.19	17809.19	6268.7	-49.04076923	412.95	124.19	-63.665	2367.42	-1983.94	14848.97167	11853.6	15265.24	14312.805	27297.21	9163.93	3.495384615	4.11	2.75	3.665	4.11	1.19	3.345794872	3.75	2.5	3.4365	3.75	2.45	3.279628205	3.646	2.371	3.435	3.658	2.187	3.245038462	3.605	2.354	3.392	3.618	2.313	3.645948718	4.168	2.851	3.7295	4.237	2.762	4.427923077	4.826	3.804	4.518	4.881	3.726	4.895371795	5.093	4.791	4.88	5.127	4.755	4.985923077	5.302	4.907	4.9365	5.313	4.815	3.458637949	3.83	2.59	3.56	3.83	2.59	3.462732949	3.9	2.5225	3.561565	3.9	2.5225	4.273700769	4.43313	3.65263	4.35125	4.49675	3.64663	4.274948718	4.435	3.656	4.3515	4.499	3.648	0.073598718	0.07813	0.085	0.07719	0.0875	0.05813	4.996661026	5.28547	4.52656	4.968595	5.29156	4.5125	1.360397436	1.277	1.409	1.374	1.445	1.244	4.968871795	5.322	4.588	4.9665	5.391	4.548	5.517333333	5.687	5.421	5.5165	5.74	5.35	4.019027308	4.49167	3.22833	4.079165	4.49167	3.22833	4.831571923	4.95969	4.30813	4.939065	5.03313	4.30813	5.518025641	5.687	5.435	5.515	5.74	5.35	1532.692564	1647.35	1313.78	1582.69	1647.35	1225.36	11260.95821	12751.18	9774.68	11496.29	12817.41	9504.41	5233.805897	6109.5	4308.15	5419.98	6109.5	3787.23	3740.298718	4304.44	3296.66	3867.685	4304.44	2877.68	11402.68436	13042.53	9950.7	11754.81	13207.53	8934.2	1957.118397	2205.985	1764.867	1922.1605	2211.83	1764.867	10009.94923	10593.72	8847.56	10285.2	10610	8235.81	1865.241538	2148.72	1498.8	1924.605	2148.72	1423.19	0.89215641	0.8478	0.9114	0.8961	0.9277	0.8364	0.892217949	0.8471	0.9108	0.89635	0.9274	0.837	8.276884615	8.277	8.2768	8.2768	8.2773	8.2766	8.276897436	8.277	8.2768	8.2769	8.2773	8.2766	0.890702564	0.847	0.9169	0.8956	0.9295	0.8392	0.892085897	0.8482	0.9114	0.896	0.9276	0.8378	1.438805128	1.4175	1.4743	1.44195	1.4763	1.3994	1.439120513	1.4165	1.4744	1.4419	1.4772	1.3997	1.544769231	1.5143	1.5792	1.5401	1.5792	1.5113	0.514029487	0.5116	0.4913	0.5147	0.5357	0.4848	1.270830641	1.2458	1.28901	1.27289	1.29694	1.2392	34.66089744	34.428	34.549	34.6045	35.05	34.394	214.9487179	191	214.5	216	226.75	191	38.64410256	41.18	33.5	38.525	42.09	33.15	491.4487179	491.75	451.25	491.875	528	451.25	274.4525651	269.100006	292.450012	272.600006	292.5	265	1209.551282	1237.8	1142.3	1202.2	1237.8	1142.3	200.4710256	204.77	190.49	200.465	208.92	189.12	5528.639744	6085	4822	5621.5	6110	4822	828.5438462	874	777.25	831.375	874	770	271.5064103	251.25	270.75	270.75	290	251.25	1475.445513	1570.75	1412.5	1475.625	1570.75	1407.5	1382.094231	1461	1314.75	1380.75	1461	1314.5	274.7282051	269.55	293.25	272.85	293.25	265.25	121.6770513	124.63	119.18	121.735	125.75	116.56	1293.038462	1300	1310	1293	1313	1279	1296.270513	1301.8	1311.5	1297.2	1314.5	1280.1	1291.176923	1298.9	1308	1290.8	1309.9	1275	1294.225641	1301	1309.6	1294.65	1311.7	1278	1064.227051	1042.85	1095.39	1061.35	1114.52	1028.01	121.5112821	124.27	119.42	120.96	125.99	116.33	121.5123077	124.12	119.56	120.92	125.87	116.38	1293.797436	1300.7	1309.1	1295.4	1312.1	1278.5	2768.005128	3488.9	2481.9	2622	4269	1289.9	1296.101282	1303.3	1311.6	1297	1313.8	1279.5	26.79820513	25.95	23.43	27.08	29.89	21.5	23.93358974	23.76	21.51	24.045	26.63	20.62	26.70230769	25.95	23.43	26.985	28.81	21.81	25.72076923	25.64	23.26	25.69	29.43	22.02	25.27948718	25.86	21.96	25.415	29.07	20.61
2001-12-31	0.2	6.135316456	4.92	6.73	6.26	6.87	4.91	4.871392405	4.27	5.34	4.97	5.59	4.15	5.290506329	4.43	5.9	5.4	6.16	4.31	5.317974684	4.45	5.91	5.53	6.2	4.34	6.787848101	6.03	7.02	6.85	7.2	6.02	4.380253165	4.82	4.26	4.45	4.82	3.97	5.729873418	5.91	5.49	5.77	5.94	5.45	4.576962025	4.41	4.86	4.53	4.89	4.26	6.714810127	5.95	7.04	6.88	7.42	5.87	10.84531646	10.14	11.2	10.99	11.52	10.04	5.475822785	4.81	6.02	5.58	6.13	4.7	4.776202532	4.67	5.07	4.67	5.07	4.55	4.009620253	4	4.01	4.01	4.06	3.95	3.970379747	3.9	4	3.98	4.06	3.84	20.51836076	19.4447	14.6601	21.9148	24.3198	2.8796	595.3303797	479.68	693.7	606.68	704.5	479.68	500.4236709	11.87	-326.46	351.35	3395.96	-1596.93	61465.35316	42673.6	51480.5	60015.5	97307.3	35517.8	660.8455696	516.4	722.1	683.3	753	516.4	39945.98987	35872.6	28702.7	40560.7	57026.5	25919.5	15583.78215	12682.45	12009.68	15539.87	21237.52	9486.2	628.1416456	124.19	-152.19	442.92	3642.57	-1597.71	24803.52873	15265.24	27061.45	24797.44	57696.91	11051.24	2.136202532	3.02	1.52	2.04	3.02	1.52	2.029265823	2.5	1.781	1.99	2.5	1.745	1.942417722	2.36	1.725	1.93	2.36	1.644	1.970316456	2.364	1.795	1.971	2.364	1.723	2.845949367	2.803	3.026	2.803	3.231	2.299	4.019050633	3.767	4.302	3.972	4.535	3.464	4.631113924	4.766	4.998	4.645	4.998	4.265	4.738303797	4.918	5.054	4.792	5.054	4.384	2.147381646	2.6	1.88125	2.135	2.6	1.86313	2.150546076	2.54	1.98125	2.14188	2.54	1.90875	3.444604684	3.65263	3.3	3.37375	3.65263	3.3	3.44521519	3.656	3.294	3.375	3.656	3.294	0.079814051	0.085	0.09713	0.07875	0.09875	0.075	4.162872658	4.53781	4.10625	4.06313	4.54	3.88625	1.351443038	1.4	1.368	1.355	1.4	1.275	4.739291139	4.54	5.051	4.669	5.199	4.178	5.302025316	5.373	5.466	5.352	5.585	4.791	2.49261557	3.225	2.1	2.345	3.225	2.09833	4.263925316	4.3325	4.2025	4.25	4.365	4.12	5.305848101	5.373	5.535	5.352	5.585	4.791	1459.870127	1327.89	1634.44	1421	1636.6	1320.47	10488.62595	9972.28	10542.62	10511.65	11064.3	9924.23	4861.958354	4239.97	5160.1	4934.14	5271.29	4239.97	3607.446582	3208.31	3806.13	3633.05	3828.76	3208.31	10830.16975	9950.7	11397.21	11066.19	11847.06	9797.54	1682.284215	1764.867	1645.971	1686.612	1769.681	1520.669	9639.987595	8836.83	10021.5	9763.96	10136.99	8836.83	1831.721013	1480.46	1950.4	1880.51	2054.27	1480.46	0.895555696	0.9175	0.8895	0.8939	0.9205	0.877	0.895675949	0.9172	0.8896	0.8945	0.9215	0.8768	8.276844304	8.2768	8.2766	8.2768	8.2774	8.2765	8.276848101	8.2768	8.2765	8.2768	8.2775	8.2758	0.895544304	0.9169	0.885	0.893	0.9214	0.8779	0.895232911	0.9173	0.8904	0.894	0.921	0.8765	1.443581013	1.4792	1.4546	1.4446	1.4842	1.4095	1.443501266	1.4788	1.4548	1.4448	1.4827	1.4095	1.580926582	1.5727	1.593	1.5778	1.6042	1.5582	0.511818987	0.4954	0.5095	0.511	0.5224	0.4952	1.270315949	1.286	1.25673	1.26836	1.28879	1.2542	34.57241772	34.549	34.999	34.528	35.127	34.34	207.8670886	210.5	209	208.25	215.5	198.75	33.52202532	33.3	35.59	33.82	37.45	28.52	438.5917722	452	421	436.25	454	420.75	278.3000013	291.450012	278.700012	277.399994	291.649994	272.5	1137.455696	1142.3	1178.2	1142.3	1178.2	1096.7	188.4	189.39	190.61	188.97	193.49	183.52	5106.727848	4895	5858	5135	6094.5	4346	766.2898734	775.25	771.5	767.5	802	737.5	282.3765823	266.25	289	283.75	295.5	263.5	1425.653797	1407.5	1460.45	1451.5	1551.5	1318.25	1321.432911	1315.15	1339.5	1327.5	1453.75	1242.5	278.5756962	291.7	278.95	277.55	291.9	272.8	123.6322785	119.18	131.31	122.68	131.7	119.18	1293.239241	1310	1322	1293.5	1329	1262	1295.397468	1311.5	1322	1297	1334	1267.9	1290.335443	1308	1308.7	1293.2	1319.2	1261.9	1292.810127	1309.6	1313.5	1296	1329.1	1262.1	1046.428861	1095.39	1009.4	1054.46	1095.39	1000	123.7651899	120.22	131.64	122.84	131.72	119.82	123.7625316	120.22	131.66	122.76	131.79	119.88	1292.739241	1309.1	1326.1	1296	1326.1	1265.2	2564.756962	2481.9	1664.3	2535.9	3720.4	1313.4	1295.95443	1311.6	1318.9	1298.3	1334.1	1264.9	20.35164557	23.28	19.84	20.09	23.34	17.45	18.29151899	20.77	18.28	18.05	20.77	15.9	20.45556962	23.28	19.84	20.09	23.34	17.45	19.96746835	22.89	19.9	19.71	22.89	17.68	19.38860759	21.24	19.3	19.3	21.24	16.62
